valid_time,latitude,longitude,number_x,expver_x,u10,v10,t2m,number_y,expver_y,tp,sf
2024-01-01 06:00:00,46.0,5.5,0,1,-1.7003937,2.1073303,276.3661,0,1,8.6307526e-05,0.0
2024-01-01 06:00:00,46.0,5.75,0,1,-1.2277374,2.0067444,275.9403,0,1,0.0001540184,0.0
2024-01-01 06:00:00,46.0,6.0,0,1,-0.7931671,1.9960022,276.0946,0,1,0.00021362305,0.0
2024-01-01 14:00:00,47.0,5.0,0,1,2.4190826,2.5457153,281.8534,0,1,0.0,0.0
2024-01-01 14:00:00,47.0,5.25,0,1,2.0362701,2.9802856,281.90222,0,1,0.0,0.0
2024-01-01 14:00:00,47.0,5.5,0,1,2.2013092,3.104309,281.8495,0,1,0.0,0.0
2024-01-01 14:00:00,47.0,5.75,0,1,2.6222076,2.9490356,281.1659,0,1,0.0,0.0
2024-01-01 14:00:00,47.0,6.0,0,1,3.2169342,2.664856,279.51355,0,1,6.67572e-06,0.0
2024-01-01 14:00:00,46.75,5.0,0,1,2.0225983,2.3191528,282.2987,0,1,4.7683716e-06,0.0
2024-01-01 14:00:00,46.75,5.25,0,1,1.7852936,2.734192,282.38074,0,1,0.0,0.0
2024-01-01 14:00:00,46.75,5.5,0,1,2.181778,2.8484497,281.9491,0,1,0.0,0.0
2024-01-01 14:00:00,46.75,5.75,0,1,2.6866608,2.7332153,280.04675,0,1,9.536743e-06,0.0
2024-01-01 14:00:00,46.75,6.0,0,1,3.1290436,2.5740356,277.70496,0,1,2.2888184e-05,0.0
2024-01-01 14:00:00,46.5,5.0,0,1,1.4181061,2.1755981,282.85144,0,1,2.002716e-05,0.0
2024-01-01 14:00:00,46.5,5.25,0,1,1.4327545,2.56427,283.15027,0,1,0.0,0.0
2024-01-01 14:00:00,46.5,5.5,0,1,1.9259186,2.4783325,281.12097,0,1,3.8146973e-06,0.0
2024-01-01 14:00:00,46.5,5.75,0,1,2.1954498,2.4089966,279.0448,0,1,7.6293945e-06,0.0
2024-01-01 14:00:00,46.5,6.0,0,1,2.275528,2.399231,276.6698,0,1,1.1444092e-05,0.0
2024-01-01 14:00:00,46.25,5.0,0,1,0.815567,2.2888794,282.75574,0,1,5.722046e-06,0.0
2024-01-01 14:00:00,46.25,5.25,0,1,1.0391998,2.6970825,282.912,0,1,0.0,0.0
2024-01-01 14:00:00,46.25,5.5,0,1,1.5684967,2.2644653,281.11316,0,1,3.8146973e-06,0.0
2024-01-01 14:00:00,46.25,5.75,0,1,1.7091217,2.026184,279.9901,0,1,4.7683716e-06,0.0
2024-01-01 14:00:00,46.25,6.0,0,1,1.4923248,2.024231,279.30457,0,1,2.861023e-06,0.0
2024-01-01 14:00:00,46.0,5.0,0,1,0.14466858,2.2068481,282.6405,0,1,2.861023e-06,0.0
2024-01-01 14:00:00,46.0,5.25,0,1,0.26087952,2.463684,282.72644,0,1,0.0,0.0
2024-01-01 14:00:00,46.0,5.5,0,1,0.7931061,2.0740356,281.49597,0,1,0.0,0.0
2024-01-01 14:00:00,46.0,5.75,0,1,0.9640045,1.8103638,280.5526,0,1,0.0,0.0
2024-01-01 14:00:00,46.0,6.0,0,1,0.8438873,1.6140747,280.34558,0,1,0.0,0.0
2024-01-01 22:00:00,47.0,5.0,0,1,1.9470062,5.561981,280.06897,0,1,3.33786e-06,0.0
2024-01-01 22:00:00,47.0,5.25,0,1,1.7663422,5.959442,280.3971,0,1,0.0,0.0
2024-01-01 22:00:00,47.0,5.5,0,1,1.6638031,5.9760437,280.85803,0,1,0.0,0.0
2024-01-01 22:00:00,47.0,5.75,0,1,1.6442719,5.8158875,280.39905,0,1,0.0,0.0
2024-01-01 22:00:00,47.0,6.0,0,1,1.8034515,5.500458,278.6256,0,1,0.0,0.0
2024-01-01 22:00:00,46.75,5.0,0,1,1.2741547,5.134247,280.44788,0,1,9.536743e-07,0.0
2024-01-01 22:00:00,46.75,5.25,0,1,0.9821625,5.571747,280.88342,0,1,0.0,0.0
2024-01-01 22:00:00,46.75,5.5,0,1,0.8415375,5.818817,280.78772,0,1,0.0,0.0
2024-01-01 22:00:00,46.75,5.75,0,1,1.0397797,5.535614,278.82874,0,1,0.0,0.0
2024-01-01 22:00:00,46.75,6.0,0,1,1.489975,5.0209656,276.36194,0,1,0.0,0.0
2024-01-01 22:00:00,46.5,5.0,0,1,0.5563812,4.7826843,280.44202,0,1,0.0,0.0
2024-01-01 22:00:00,46.5,5.25,0,1,-0.0158844,5.393036,281.13928,0,1,0.0,0.0
2024-01-01 22:00:00,46.5,5.5,0,1,0.099349976,5.0395203,279.3385,0,1,0.0,0.0
2024-01-01 22:00:00,46.5,5.75,0,1,0.5466156,4.419403,277.5338,0,1,4.7683716e-07,0.0
2024-01-01 22:00:00,46.5,6.0,0,1,1.3718109,3.60495,275.62756,0,1,9.536743e-07,0.0
2024-01-01 22:00:00,46.25,5.0,0,1,0.23118591,4.608856,279.97522,0,1,0.0,0.0
2024-01-01 22:00:00,46.25,5.25,0,1,-0.5656891,5.0990906,280.55334,0,1,0.0,0.0
2024-01-01 22:00:00,46.25,5.5,0,1,-0.19068909,3.8862,278.7799,0,1,0.0,0.0
2024-01-01 22:00:00,46.25,5.75,0,1,0.08470154,2.9789734,277.33264,0,1,0.0,0.0
2024-01-01 22:00:00,46.25,6.0,0,1,0.3014984,2.4477234,276.12366,0,1,0.0,0.0
2024-01-01 22:00:00,46.0,5.0,0,1,-0.09791565,4.058075,279.67053,0,1,4.7683716e-07,0.0
2024-01-01 22:00:00,46.0,5.25,0,1,-0.94459534,3.939911,279.6139,0,1,0.0,0.0
2024-01-01 22:00:00,46.0,5.5,0,1,-0.6594391,2.7201843,278.35803,0,1,0.0,0.0
2024-01-01 22:00:00,46.0,5.75,0,1,-0.48561096,1.9067078,276.9889,0,1,0.0,0.0
2024-01-01 22:00:00,46.0,6.0,0,1,-0.66822815,1.7358093,275.7135,0,1,0.0,0.0
2024-01-02 06:00:00,47.0,5.0,0,1,2.0815887,7.064438,279.7921,0,1,0.0006322861,0.0
2024-01-02 06:00:00,47.0,5.25,0,1,1.9565887,7.8417816,279.96204,0,1,0.0006480217,0.0
2024-01-02 06:00:00,47.0,5.5,0,1,1.585495,7.9667816,280.33508,0,1,0.0006995201,0.0
2024-01-02 06:00:00,47.0,5.75,0,1,1.4624481,7.961899,280.04016,0,1,0.00078487396,0.0
2024-01-02 06:00:00,47.0,6.0,0,1,1.7954559,7.736313,278.75696,0,1,0.00090789795,0.0
2024-01-02 06:00:00,46.75,5.0,0,1,0.88822937,6.79393,280.0304,0,1,0.00062942505,0.0
2024-01-02 06:00:00,46.75,5.25,0,1,0.5884247,7.526352,280.26282,0,1,0.00064992905,0.0
2024-01-02 06:00:00,46.75,5.5,0,1,0.18901062,7.751938,280.20618,0,1,0.0007119179,0.0
2024-01-02 06:00:00,46.75,5.75,0,1,0.55522156,7.430649,278.76086,0,1,0.00084638596,0.0
2024-01-02 06:00:00,46.75,6.0,0,1,1.469284,6.8827972,276.8761,0,1,0.0009794235,0.0
2024-01-02 06:00:00,46.5,5.0,0,1,-0.10786438,6.54393,280.1632,0,1,0.0006341934,0.0
2024-01-02 06:00:00,46.5,5.25,0,1,-0.695755,7.2421722,280.505,0,1,0.0006260872,0.0
2024-01-02 06:00:00,46.5,5.5,0,1,-0.6850128,6.760727,279.16907,0,1,0.0008068085,0.0
2024-01-02 06:00:00,46.5,5.75,0,1,0.06010437,6.0165863,277.75305,0,1,0.000954628,0.0
2024-01-02 06:00:00,46.5,6.0,0,1,1.5444794,5.090805,276.06165,0,1,0.0010623932,0.0
2024-01-02 06:00:00,46.25,5.0,0,1,-0.68110657,6.264633,279.86047,0,1,0.0005970001,0.0
2024-01-02 06:00:00,46.25,5.25,0,1,-1.4916534,6.608383,279.9679,0,1,0.0006713867,0.0
2024-01-02 06:00:00,46.25,5.5,0,1,-1.093216,5.3867035,278.71008,0,1,0.0008864403,0.0
2024-01-02 06:00:00,46.25,5.75,0,1,-0.36470032,4.316391,278.05383,0,1,0.0010652542,0.0
2024-01-02 06:00:00,46.25,6.0,0,1,0.69877625,3.4775238,277.80774,0,1,0.0012001991,0.0
2024-01-02 06:00:00,46.0,5.0,0,1,-1.1195831,5.6992035,279.84485,0,1,0.0006041527,0.0
2024-01-02 06:00:00,46.0,5.25,0,1,-1.7992706,5.3202972,279.52258,0,1,0.0008883476,0.0
2024-01-02 06:00:00,46.0,5.5,0,1,-1.5219269,3.7792816,278.19055,0,1,0.0010900497,0.0
2024-01-02 06:00:00,46.0,5.75,0,1,-0.9223175,2.7206879,277.4718,0,1,0.0011925697,0.0
2024-01-02 06:00:00,46.0,6.0,0,1,-0.320755,2.1816254,277.22375,0,1,0.0010113716,0.0
2024-01-02 14:00:00,47.0,5.0,0,1,2.0496368,7.005005,280.8567,0,1,0.0006093979,0.0
2024-01-02 14:00:00,47.0,5.25,0,1,2.1961212,7.80188,281.1106,0,1,0.0006790161,0.0
2024-01-02 14:00:00,47.0,5.5,0,1,1.8982697,7.9796143,281.41333,0,1,0.0007429123,0.0
2024-01-02 14:00:00,47.0,5.75,0,1,1.9285431,7.9835205,281.1516,0,1,0.0008382797,0.0
2024-01-02 14:00:00,47.0,6.0,0,1,2.3601837,7.7442627,279.96802,0,1,0.00093746185,0.0
2024-01-02 14:00:00,46.75,5.0,0,1,1.091629,6.8409424,281.14185,0,1,0.0005636215,0.0
2024-01-02 14:00:00,46.75,5.25,0,1,1.0574493,7.6348877,281.47778,0,1,0.0006828308,0.0
2024-01-02 14:00:00,46.75,5.5,0,1,0.7439728,7.9102783,281.34497,0,1,0.000834465,0.0
2024-01-02 14:00:00,46.75,5.75,0,1,1.0750275,7.587036,279.89575,0,1,0.00095558167,0.0
2024-01-02 14:00:00,46.75,6.0,0,1,1.92659,7.071411,278.15747,0,1,0.0009737015,0.0
2024-01-02 14:00:00,46.5,5.0,0,1,0.2068634,6.8585205,281.26294,0,1,0.0004749298,0.0
2024-01-02 14:00:00,46.5,5.25,0,1,-0.15153503,7.7091064,281.78833,0,1,0.00067329407,0.0
2024-01-02 14:00:00,46.5,5.5,0,1,-0.21989441,7.1866455,280.27075,0,1,0.0009441376,0.0
2024-01-02 14:00:00,46.5,5.75,0,1,0.43830872,6.475708,278.94263,0,1,0.0010261536,0.0
2024-01-02 14:00:00,46.5,6.0,0,1,1.8426056,5.7052,277.60474,0,1,0.00092220306,0.0
2024-01-02 14:00:00,46.25,5.0,0,1,-0.38883972,6.9434814,281.1145,0,1,0.00036907196,0.0
2024-01-02 14:00:00,46.25,5.25,0,1,-0.9318085,7.5264893,281.22192,0,1,0.000620842,0.0
2024-01-02 14:00:00,46.25,5.5,0,1,-0.5529022,6.0880127,279.8098,0,1,0.0008678436,0.0
2024-01-02 14:00:00,46.25,5.75,0,1,0.038894653,4.8673096,279.24536,0,1,0.0009422302,0.0
2024-01-02 14:00:00,46.25,6.0,0,1,0.8611603,3.9884033,279.3391,0,1,0.0008459091,0.0
2024-01-02 14:00:00,46.0,5.0,0,1,-0.85954285,6.569458,281.1477,0,1,0.00027561188,0.0
2024-01-02 14:00:00,46.0,5.25,0,1,-1.1749725,6.305786,281.01294,0,1,0.0004901886,0.0
2024-01-02 14:00:00,46.0,5.5,0,1,-0.8839569,4.482544,279.87036,0,1,0.0006837845,0.0
2024-01-02 14:00:00,46.0,5.75,0,1,-0.45133972,3.2442627,279.3645,0,1,0.00074386597,0.0
2024-01-02 14:00:00,46.0,6.0,0,1,-0.26774597,2.562622,279.64185,0,1,0.0006322861,0.0
2024-01-02 22:00:00,47.0,5.0,0,1,4.8793945,5.0708313,282.27942,0,1,0.000118255615,0.0
2024-01-02 22:00:00,47.0,5.25,0,1,4.074707,6.063019,282.43372,0,1,4.7683716e-07,0.0
2024-01-02 22:00:00,47.0,5.5,0,1,3.979004,6.8491516,283.05872,0,1,4.7683716e-07,0.0
2024-01-02 22:00:00,47.0,5.75,0,1,4.364746,7.236847,282.7716,0,1,1.5258789e-05,0.0
2024-01-02 22:00:00,47.0,6.0,0,1,5.20459,7.1079407,281.20715,0,1,9.393692e-05,0.0
2024-01-02 22:00:00,46.75,5.0,0,1,3.7348633,4.9263,282.7677,0,1,0.00016880035,0.0
2024-01-02 22:00:00,46.75,5.25,0,1,2.7954102,6.0854797,283.02356,0,1,0.0,0.0
2024-01-02 22:00:00,46.75,5.5,0,1,3.065918,6.8989563,282.9259,0,1,0.0,0.0
2024-01-02 22:00:00,46.75,5.75,0,1,3.8442383,6.7417297,281.17395,0,1,9.202957e-05,0.0
2024-01-02 22:00:00,46.75,6.0,0,1,4.7807617,6.2261047,278.9591,0,1,0.00024223328,0.0
2024-01-02 22:00:00,46.5,5.0,0,1,2.4155273,4.6596985,283.01965,0,1,1.9073486e-06,0.0
2024-01-02 22:00:00,46.5,5.25,0,1,1.4360352,6.185089,283.41223,0,1,0.0,0.0
2024-01-02 22:00:00,46.5,5.5,0,1,2.2338867,6.064972,281.74426,0,1,3.8146973e-06,0.0
2024-01-02 22:00:00,46.5,5.75,0,1,3.0756836,5.641144,280.10168,0,1,6.484985e-05,0.0
2024-01-02 22:00:00,46.5,6.0,0,1,4.0063477,5.035675,278.2716,0,1,0.00019645691,0.0
2024-01-02 22:00:00,46.25,5.0,0,1,1.1206055,4.7671204,283.1505,0,1,0.0,0.0
2024-01-02 22:00:00,46.25,5.25,0,1,0.51708984,6.183136,283.28723,0,1,0.0,0.0
2024-01-02 22:00:00,46.25,5.5,0,1,1.6391602,5.1665344,281.43567,0,1,7.1525574e-06,0.0
2024-01-02 22:00:00,46.25,5.75,0,1,2.309082,4.268097,280.60754,0,1,1.6212463e-05,0.0
2024-01-02 22:00:00,46.25,6.0,0,1,2.5708008,3.6059875,280.60364,0,1,3.9577484e-05,0.0
2024-01-02 22:00:00,46.0,5.0,0,1,0.31396484,4.658722,283.08606,0,1,0.0,0.0
2024-01-02 22:00:00,46.0,5.25,0,1,0.28955078,5.353058,283.39075,0,1,0.0,0.0
2024-01-02 22:00:00,46.0,5.5,0,1,1.1782227,3.8052063,281.58606,0,1,0.0,0.0
2024-01-02 22:00:00,46.0,5.75,0,1,1.5952148,2.8091125,280.78333,0,1,1.001358e-05,0.0
2024-01-02 22:00:00,46.0,6.0,0,1,0.92333984,2.1401672,281.04895,0,1,3.2901764e-05,0.0
2024-01-03 06:00:00,47.0,5.0,0,1,2.96521,5.339508,282.43262,0,1,1.4305115e-05,0.0
2024-01-03 06:00:00,47.0,5.25,0,1,2.623413,6.0748596,282.7588,0,1,1.3828278e-05,0.0
2024-01-03 06:00:00,47.0,5.5,0,1,2.6956787,6.491852,283.26855,0,1,8.583069e-06,0.0
2024-01-03 06:00:00,47.0,5.75,0,1,3.192749,6.4830627,282.80176,0,1,2.336502e-05,0.0
2024-01-03 06:00:00,47.0,6.0,0,1,4.126343,5.995758,281.09863,0,1,5.6266785e-05,0.0
2024-01-03 06:00:00,46.75,5.0,0,1,1.7445068,5.0377502,282.52246,0,1,4.7683716e-07,0.0
2024-01-03 06:00:00,46.75,5.25,0,1,1.293335,5.9147034,282.93457,0,1,4.7683716e-07,0.0
2024-01-03 06:00:00,46.75,5.5,0,1,1.7923584,6.44693,283.0088,0,1,3.8146973e-06,0.0
2024-01-03 06:00:00,46.75,5.75,0,1,2.6712646,6.013336,281.2881,0,1,2.861023e-05,0.0
2024-01-03 06:00:00,46.75,6.0,0,1,3.690796,5.230133,278.9541,0,1,6.055832e-05,0.0
2024-01-03 06:00:00,46.5,5.0,0,1,0.9232178,4.663727,282.34082,0,1,4.7683716e-07,0.0
2024-01-03 06:00:00,46.5,5.25,0,1,0.34313965,5.9117737,283.1416,0,1,9.536743e-07,0.0
2024-01-03 06:00:00,46.5,5.5,0,1,1.1273193,5.5924377,281.7334,0,1,1.0967255e-05,0.0
2024-01-03 06:00:00,46.5,5.75,0,1,1.9564209,5.020172,280.12207,0,1,2.193451e-05,0.0
2024-01-03 06:00:00,46.5,6.0,0,1,2.9007568,4.2711487,278.1045,0,1,3.5762787e-05,0.0
2024-01-03 06:00:00,46.25,5.0,0,1,0.39587402,4.723297,281.7998,0,1,0.0,0.0
2024-01-03 06:00:00,46.25,5.25,0,1,-0.16564941,5.5846252,282.89746,0,1,0.0,0.0
2024-01-03 06:00:00,46.25,5.5,0,1,0.53063965,4.5299377,281.34277,0,1,9.536743e-07,0.0
2024-01-03 06:00:00,46.25,5.75,0,1,1.09021,3.6598206,280.52246,0,1,1.4305115e-06,0.0
2024-01-03 06:00:00,46.25,6.0,0,1,1.5814209,3.0475159,280.2373,0,1,3.8146973e-06,0.0
2024-01-03 06:00:00,46.0,5.0,0,1,0.09020996,4.2740784,281.6377,0,1,0.0,0.0
2024-01-03 06:00:00,46.0,5.25,0,1,-0.39709473,4.5191956,282.3506,0,1,0.0,0.0
2024-01-03 06:00:00,46.0,5.5,0,1,0.18493652,3.4674377,281.14355,0,1,0.0,0.0
2024-01-03 06:00:00,46.0,5.75,0,1,0.59313965,2.7486877,280.31348,0,1,0.0,0.0
2024-01-03 06:00:00,46.0,6.0,0,1,0.45837402,2.7320862,279.84082,0,1,0.0,0.0
2024-01-03 14:00:00,47.0,5.0,0,1,5.379593,5.182953,285.1317,0,1,0.00020599365,0.0
2024-01-03 14:00:00,47.0,5.25,0,1,5.1999054,5.6302185,285.28992,0,1,0.00019550323,0.0
2024-01-03 14:00:00,47.0,5.5,0,1,5.3874054,5.7532654,285.2704,0,1,0.00016498566,0.0
2024-01-03 14:00:00,47.0,5.75,0,1,5.5924835,5.7220154,284.64148,0,1,0.00017499924,0.0
2024-01-03 14:00:00,47.0,6.0,0,1,5.8786163,5.4231873,282.9403,0,1,0.00029420853,0.0
2024-01-03 14:00:00,46.75,5.0,0,1,4.652054,4.95932,286.18054,0,1,8.72612e-05,0.0
2024-01-03 14:00:00,46.75,5.25,0,1,4.448929,5.6106873,286.28015,0,1,7.915497e-05,0.0
2024-01-03 14:00:00,46.75,5.5,0,1,5.185257,5.936859,285.72742,0,1,6.246567e-05,0.0
2024-01-03 14:00:00,46.75,5.75,0,1,5.6198273,5.64682,283.60632,0,1,0.00024414062,0.0
2024-01-03 14:00:00,46.75,6.0,0,1,5.7575226,5.0638123,281.2528,0,1,0.0004887581,0.0
2024-01-03 14:00:00,46.5,5.0,0,1,3.7126007,4.7952576,287.10632,0,1,6.151199e-05,0.0
2024-01-03 14:00:00,46.5,5.25,0,1,3.5592804,5.903656,287.42468,0,1,7.6293945e-06,0.0
2024-01-03 14:00:00,46.5,5.5,0,1,4.232132,5.8714294,284.9911,0,1,0.00022745132,0.0
2024-01-03 14:00:00,46.5,5.75,0,1,4.439163,5.542328,282.98718,0,1,0.00046300888,0.0
2024-01-03 14:00:00,46.5,6.0,0,1,4.195999,4.9778748,281.19617,0,1,0.0007519722,0.0
2024-01-03 14:00:00,46.25,5.0,0,1,1.966507,5.45932,287.48718,0,1,3.194809e-05,0.0
2024-01-03 14:00:00,46.25,5.25,0,1,2.091507,6.4788513,287.6493,0,1,7.200241e-05,0.0
2024-01-03 14:00:00,46.25,5.5,0,1,2.7428741,5.6233826,285.29773,0,1,0.00012636185,0.0
2024-01-03 14:00:00,46.25,5.75,0,1,2.895218,5.0540466,284.1239,0,1,0.00021505356,0.0
2024-01-03 14:00:00,46.25,6.0,0,1,2.560257,4.8284607,283.92273,0,1,0.00037431717,0.0
2024-01-03 14:00:00,46.0,5.0,0,1,0.5749054,5.8470154,287.20007,0,1,1.4305115e-05,0.0
2024-01-03 14:00:00,46.0,5.25,0,1,0.74580383,6.1809998,287.16492,0,1,1.4305115e-05,0.0
2024-01-03 14:00:00,46.0,5.5,0,1,1.3620148,4.9563904,285.54382,0,1,0.00017213821,0.0
2024-01-03 14:00:00,46.0,5.75,0,1,1.4860382,4.3665466,284.57898,0,1,0.00023317337,0.0
2024-01-03 14:00:00,46.0,6.0,0,1,1.0485382,4.3714294,284.78406,0,1,0.00012922287,0.0
2024-01-03 22:00:00,47.0,5.0,0,1,7.171753,2.7331238,282.39148,0,1,6.198883e-06,0.0
2024-01-03 22:00:00,47.0,5.25,0,1,6.5672607,3.3024597,282.82898,0,1,3.8146973e-05,0.0
2024-01-03 22:00:00,47.0,5.5,0,1,5.95105,3.7799988,282.67273,0,1,9.346008e-05,0.0
2024-01-03 22:00:00,47.0,5.75,0,1,6.0526123,3.900116,281.75476,0,1,0.0006508827,0.0
2024-01-03 22:00:00,47.0,6.0,0,1,6.8045654,3.5212097,279.87585,0,1,0.0012221336,0.0
2024-01-03 22:00:00,46.75,5.0,0,1,6.526245,2.5749207,282.9696,0,1,5.2452087e-06,0.0
2024-01-03 22:00:00,46.75,5.25,0,1,5.803589,3.1764832,283.29382,0,1,3.2901764e-05,0.0
2024-01-03 22:00:00,46.75,5.5,0,1,5.680542,3.2848816,282.28796,0,1,0.00021314621,0.0
2024-01-03 22:00:00,46.75,5.75,0,1,6.2928467,2.7858582,280.161,0,1,0.00058603287,0.0
2024-01-03 22:00:00,46.75,6.0,0,1,6.984253,2.275116,277.97546,0,1,0.0004892349,1.3768673e-05
2024-01-03 22:00:00,46.5,5.0,0,1,5.769409,2.0856628,283.70398,0,1,1.2874603e-05,0.0
2024-01-03 22:00:00,46.5,5.25,0,1,5.0438232,2.7721863,284.0204,0,1,9.536743e-06,0.0
2024-01-03 22:00:00,46.5,5.5,0,1,5.60437,2.165741,281.3993,0,1,0.0013027191,0.0
2024-01-03 22:00:00,46.5,5.75,0,1,5.847534,1.8805847,279.3114,0,1,0.0015802383,2.7537346e-05
2024-01-03 22:00:00,46.5,6.0,0,1,5.901245,1.8825378,277.53796,0,1,0.0008459091,8.9764595e-05
2024-01-03 22:00:00,46.25,5.0,0,1,4.944214,2.0016785,283.8036,0,1,3.8146973e-06,0.0
2024-01-03 22:00:00,46.25,5.25,0,1,4.372925,2.4635925,284.22937,0,1,7.6293945e-06,0.0
2024-01-03 22:00:00,46.25,5.5,0,1,4.66687,1.7643738,281.8114,0,1,0.0001783371,0.0
2024-01-03 22:00:00,46.25,5.75,0,1,4.4090576,1.6159363,280.5614,0,1,0.0004401207,0.0
2024-01-03 22:00:00,46.25,6.0,0,1,3.7235107,1.9831238,280.27234,0,1,0.00079631805,6.7949295e-06
2024-01-03 22:00:00,46.0,5.0,0,1,3.5447998,1.7477722,283.245,0,1,1.4305115e-06,0.0
2024-01-03 22:00:00,46.0,5.25,0,1,2.8865967,1.8405457,283.54187,0,1,1.4305115e-06,0.0
2024-01-03 22:00:00,46.0,5.5,0,1,3.2459717,1.5798035,282.04773,0,1,0.0005559921,0.0
2024-01-03 22:00:00,46.0,5.75,0,1,2.9764404,1.4303894,281.11414,0,1,0.00086450577,0.0
2024-01-03 22:00:00,46.0,6.0,0,1,2.0526123,1.3942566,281.51257,0,1,0.0010375977,0.0
2024-01-04 06:00:00,47.0,5.0,0,1,3.703186,2.3579102,281.818,0,1,9.536743e-07,0.0
2024-01-04 06:00:00,47.0,5.25,0,1,3.2402954,2.887207,282.05237,0,1,2.2888184e-05,0.0
2024-01-04 06:00:00,47.0,5.5,0,1,3.0801392,3.2973633,281.84338,0,1,4.386902e-05,0.0
2024-01-04 06:00:00,47.0,5.75,0,1,3.4805298,3.416504,280.9762,0,1,0.00016641617,0.0
2024-01-04 06:00:00,47.0,6.0,0,1,4.451233,3.168457,279.22424,0,1,0.0002784729,0.0
2024-01-04 06:00:00,46.75,5.0,0,1,2.7158813,2.4223633,281.9723,0,1,1.4781952e-05,0.0
2024-01-04 06:00:00,46.75,5.25,0,1,2.053772,2.9750977,282.18518,0,1,3.8146973e-05,0.0
2024-01-04 06:00:00,46.75,5.5,0,1,2.1651,3.199707,281.55237,0,1,0.00010967255,0.0
2024-01-04 06:00:00,46.75,5.75,0,1,3.1289673,2.8930664,279.64417,0,1,0.00013971329,0.0
2024-01-04 06:00:00,46.75,6.0,0,1,4.2539673,2.5405273,277.4391,0,1,0.0002412796,5.4836273e-05
2024-01-04 06:00:00,46.5,5.0,0,1,1.4414673,2.369629,281.83752,0,1,0.0,0.0
2024-01-04 06:00:00,46.5,5.25,0,1,0.3887329,2.9936523,282.37854,0,1,0.0,0.0
2024-01-04 06:00:00,46.5,5.5,0,1,1.5147095,2.5961914,280.3551,0,1,9.9658966e-05,0.0
2024-01-04 06:00:00,46.5,5.75,0,1,2.4971313,2.3686523,278.48206,0,1,0.00039577484,0.00010949373
2024-01-04 06:00:00,46.5,6.0,0,1,3.4190063,2.340332,276.55237,0,1,0.00088977814,0.000356853
2024-01-04 06:00:00,46.25,5.0,0,1,0.1963501,2.5317383,281.42932,0,1,0.0,0.0
2024-01-04 06:00:00,46.25,5.25,0,1,-0.93548584,2.8793945,282.22424,0,1,0.0,0.0
2024-01-04 06:00:00,46.25,5.5,0,1,0.24420166,2.1020508,280.24963,0,1,8.440018e-05,0.0
2024-01-04 06:00:00,46.25,5.75,0,1,0.90826416,1.7514648,279.15198,0,1,0.00037384033,0.0
2024-01-04 06:00:00,46.25,6.0,0,1,1.1358032,1.855957,278.73987,0,1,0.000869751,2.7060509e-05
